text,entity,sentiment,konu,severity,bilet,musteri_hizmetleri,odeme,uygulama,passolig,passolig kart,diger,aksiyon,label
passo uygulamasindan passolig kart basvurusu yapiyordum lakin bilgiyi dogru girmeme ragmen giris bilgileriniz hatalidir seklinde hata veriyor uygulamadan internet uzerinden denesem ayni hatayi vermeye devam etti musteri hizmetlerine baglanmakta sikinti yasiyorum,passolig kart; passo,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60
yillardir passolig den bilet kombine alamiyoruz sisteme giremiyoruz girdigimizde tukenmistir yaziyor tanidigim kisi ayni sikayetten yakiniyor is kimlere yariyor anlamadim duzeni degistirmek lazim insanlar saatlerce bilgisayarin basinda bekliyor turkiye den alamiyor,passolig,olumsuz,uygulama,2,1,0,0,1,1,0,0,1,38
passolig uzerinden yillardir kombine alamiyorum yil uygulama internet sayfasi alirken cokuyor bir sirket senedir kendini hicbir sekilde gelistiremez mi sene ayni terane baska bir sekilde almamizin yolu yok hic kombine alamayacak miyiz,passolig,olumsuz,uygulama,2,1,0,0,1,1,0,0,1,38
gecen hafta passo dan kart cikarttim passolig karti aldim ancak hã¢lã¢ kargo takip kodu gelmedi hicbir bilgi yok nereden nasil bilgi alacagim odemesi yapildi yardimci olabilecek birileri var mi,passo; passolig kart,olumsuz,diger,1,0,1,0,0,1,1,1,1,93
passo uygulamasindan passo com tr den yil oldugu sene kombine alamadim yine dondu telefondan internet uzerinden giris bile yapamadik artik altyapinizi guclendirin yeter artik dogru duzgun bilet kombine alamiyoruz,passo,olumsuz,uygulama,2,1,0,0,1,0,0,0,1,10
passolig aktivasyon sorunu yasiyorum uyelik girisi yapamiyorum uygulamayi actiktan sonra giris yap butonuna basiyorum ancak beklenmedik bir hata olustu deyip atiyor site uzerinden giris yapabiliyorum ancak uygulamada sorun yasiyorum ustelik gunku kombineye yetismem lazim,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
passolig kartim birkac ay once teslim edildi icerisinde kartim yoktu sadece passolig kitapcigi vardi su anda kartima ihtiyacim var yuzden yazmak istedim sistemde kartim var gozukuyor fakat elime ulasmadi ilgilenmenizi rica ederim tesekkurler kolay gelsin,passolig kart; passolig,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
passolig kart dijital aktivasyon sorunu yaklasik hafta once basvuru yaptim arkadasimin karti geldi ancak benimki hala gelmedi herhangi bir bilgi verilmedi arkadasimla ayni anda basvuru yapmamiza ragmen onunki geldi benimki henuz ortada yok girdigimde dijital aktivasyon sozlesmesi bekl,passolig kart,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
operator degisikligi yaptigim icin sim kartima bloke koyuldu blokeyi kaldirmak icin passolig aradigimda sim kart blokenizi kaldirmak icin sizi musteri temsilcisine bagliyorum diyor hemen ardindan bilet islemleri icin bankacilik islemleri icin yi tuslayin diyor kartimla islem yapamiyorum,passolig,olumsuz,uyelik,2,0,1,0,1,1,0,0,1,48
passo comdan hesabima uygulamaya girerken onay kodu gonderiyor bunu eski telefon numarama gonderiyor telefon numarami nasil guncelleyecegim acil yardim istiyorum lutfen sorunu bir cozume kavusturun kisa zaman icinde hesabima girmem lazim,passo,olumsuz,uygulama,2,0,0,0,1,0,0,0,1,4
passolig kartina basvurmustum ancak tanimladiktan sonra passo web sitesinde passo uygulamasinda soyadim cift gozukmeye basladi ornek isim soy isim is so yazmasi gerekirken benim profilde is so soy isim seklinde yaziyor sorun giderilebilir mi tesekkurler,passolig kart; passo,olumsuz,uygulama,2,0,0,0,1,1,1,0,1,60
passolig aktivasyon sorunu yasiyorum uyelik girisi yapamiyorum uygulamayi actiktan sonra giris yap butonuna basiyorum ancak beklenmedik bir hata olustu deyip atiyor site uzerinden giris yapabiliyorum ancak uygulamada sorun yasiyorum ustelik pazar gunu mac bileti aldim,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
passolig kartimi yeni aldim siteden telefondan uygulamaya giris yapmaya calistigimda passolig giris yap secenegini kullaniyorum seyi dogru bir sekilde giriyorum ancak surekli bir hata olustu uyarisi aliyorum giris yapamiyorum bilet almak istiyorum fakat alamiyorum konuda,passolig kart; passolig,olumsuz,uygulama,2,0,0,0,1,1,1,0,1,60
passolig uygulamasina giris yaparken bir hata olustu islem sirasinda bir hata olustu seklinde bir hata mesaji aliyorum sonrasinda passolig islemleri sekmesindeki herhangi bir isleme tikladigimda ekran donuyor yuklenmeye basliyor oylece kaliyor ayni durum kayitli kartlarima girmeye calistig,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
passolig internet sitesine cep telefonundan passolig uygulamasina giris yapamiyorum sayfa yuklenmiyor hata veriyor sistemin sekilde insanlari yormasi cok uzucu lutfen cozum bulunsun istiyorum zaten bilet bulmak icin zamanla yarisiyoruz,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
passolig kombinemi yenileyemiyorum konu ilgili sorunu belirtmis olmama ragmen haftalardir geri donus alamiyorum numarali bildirimim hala incelendi konusunda mail atilmis olup magduriyetim giderilmemistir acil bir sekilde tarafima donus bekliyorum,passolig,olumsuz,genel,2,1,1,0,1,1,0,0,1,68
goztepe on odemeli kart cikardim yeni cikardigim passolig on odemeli kartima para yukleyemiyorum mobil uygulama web uzerinden talep olusturdum hala sorunum cozulmedi birkac saat sonra hesapta para olmazsa bilet alamayacagim seri cozum istiyorum,passolig,olumsuz,odeme,2,0,0,1,1,1,0,0,1,54
goztepe bodrum fk macina bilet almaya calistigimda goztepe tarafinda uygun koltuk bulunamadi yazisi karsilasiyorum besiktas logolu passolig sahibim misafir tarafindan almak istedigimde kategoriden bilet almaniz icin kisit bulunmaktadir yaziyor iki mactir giremiyorum nasil halledeb,passolig,olumsuz,genel,1,1,0,0,1,1,0,0,1,38
karagumruk gs mac deplasman tribunu biletini gs passolig ime tanimlatip tum adimlari gectim kredi karti odemesi icin cep telefonuna gelen sifreyi yazdiktan sonra ekran anlamsiz bir sekilde dondu beni uygulama disina atti kredi karti ekstremi kontrol ettigimde bilet tutarinin cekilmedigini,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
sistemdeki telefon numaram kullandigim telefon numarasi uyusmadigi icin uygulamadan bilet alamiyorum yillar once passolig aldigimda farkli bir telefon hatti kullaniyordum simdi hatadan dolayi passo uygulamasina giris yapamiyorum umarim bir an once cozulur,passo,olumsuz,uyelik,2,0,0,0,1,0,0,0,1,4
passolig fiziki kartina basvurmustum stada gidip teslim aldim ancak tanimladiktan sonra passo web sitesinde passo uygulamasinda soyadim cift gozukmeye basladi ornek isim soy isim is so yazmasi gerekirken benim profilde is so soy isim seklinde yaziyor bunun,passolig kart; passo,olumsuz,uygulama,1,0,0,0,1,1,1,0,1,60
passolig uygulamasina bilgilerimi eksiksiz girmeme ragmen bir hata olustu lutfen tekrar deneyiniz hatasi aliyorum defalarca denememe ragmen ayni hatayi almaya devam ediyorum sorunu yasayan tek kullanici degilim genel bir problem var sanirim lutfen durumu duzeltmek adina bir seyler yapin,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
passolig uygulamasina giris yapamiyorum uygulamaya girdigimde sifremi tum bilgilerimi girip sms onayina kadar geliyorum fakat hata veriyor hata kodu json parse error unrecognized token mac bileti icin girecegim giris yapmiyorum mobil ten web site sinden denedim acilmiy,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
bir hafta once tumosan konyaspor passolig karti almak icin passolig sitesine giris yaptim bilgilerimi girip odemeyi tamamladim kartin basilip bana ulasmasini bekliyordum ancak kart bana ulasti bir bilgilendirme yapildi kuryeye acenteye teslim edildigine dair bir bilgi yok be,passolig kart; passolig,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
passolig aktivasyon sorunu yasiyorum uyelik girisi yapamiyorum uygulamayi actiktan sonra giris yap butonuna basiyorum ancak beklenmedik bir hata olustu deyip atiyor site uzerinden giris yapabiliyorum ancak uygulamada sorun yasiyorum ustelik yarin icin bilet aldim,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
dun iki tarafsiz passolig kartina basvurdum ancak basvurum kabul edilmedi odedigim ucretlerin geri iadesini talep ediyorum toplamda olmak uzere lira odedim iadenin hemen yapilmadigini anlamiyorum musteri hizmetlerine hicbir sekilde ulasamiyorum passolig in konuya bir,passolig kart,olumsuz,iade,2,0,0,1,1,1,1,0,1,94
kongre uyesiyim passolig mac bileti alirken pfdk karari bir onceki maci izlediginiz tribun ceza aldigindan karsilamaya bilet alamazsiniz boyle bir uyari aliyorum durumla alakam yok baskasini cezasini ben mi cekecegim yardimci olabilir misiniz,passolig,olumsuz,diger,1,1,0,0,1,1,0,0,1,38
yaklasik hafta once passolig basvurdum sitedeki basvurularim sekmesinde durumumu takip ediyorum once kuryeye teslim edildi sonra dagitima hazirlaniyor yaziyordu simdiyse acenteye sevk edildi yaziyor esim gun boyu evde oldugu icin kuryenin eve gelip ulasamama imkani yok pazar gunu,passolig,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
passo lig basvurusunda bulundum ilk olarak hicbir sekilde mobil uygulama passo com tr ye giris saglayamiyorum mobilde teknik bir hata deyip login olmuyor web kaydiniz bulunmuyor diyor ayrica tekrar kontrol ettigim kartim dagitima cikmis bana ulasilamamis kargocunun ev,passo,olumsuz,diger,1,0,0,0,1,1,1,1,1,98
passolig kart basvurusu yapmak istiyorum hata veriyor passolig internet sitesinden basvuruda bulundum seyi eksiksiz yaziyorum son asamada is yeri telefon numarasini giriyorum is yeri telefon numarasini kontrol ediniz bir hata veriyor lutfen konuda bir bilgi verebilir misini,passolig kart; passolig,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60
tarihinde yanlislikla kart basvurusu yerine passolig kredi karti basvurusu yaptim iptal etmek istiyorum bunun icin kesinlikle iptalini talep ediyorum passolig kartimi onumuzdeki sene cikaracagim konu hakkinda bana geri donus yaparsaniz sevinirim,passolig,olumsuz,iptal,2,0,0,1,1,1,1,1,1,119
passolig mavi kartla basvuru yaptim onay mesaji geldi para hesabimdan cekildi ancak passolig hesabimda boyle bir basvuru gorunmuyor ayni durum kardeslerim icin yasandi paralar mobil islem olarak cekildi lutfen yardimci olun gunlerdir musteri hizmetlerini ariyorum ancak bir faydasini gor,passolig,olumsuz,uyelik,2,0,0,0,1,1,1,0,1,60
passolig musteri hizmetleri insani yildirma hizmeti disinda bir yaramiyor kartimi mobil uygulamaya baglamak istiyorum ancak hata veriyor menu icinde dolasip duruyorum musteri hizmetleriyle iletisim kuramiyorum calinti kart bildiriminde musteri hizmetlerine baglandigimda ilgili arkadasa ba,passolig,olumsuz,cagri merkezi yetkinlik,2,0,1,0,1,1,0,0,1,48
passolig den yeni kart basvurusu yaptim ardindan mac biletimi aldim dakika sonra sms geldi kart basvurunuz kabul edilmedi diyor durumda aldigim bilet gecersiz mi olacak belli degil sistemde bilet gorunuyor ortada kart yok iletisim numarasindan kimseye baglanamiyorum,passolig,olumsuz,uyelik,2,1,1,0,1,1,0,0,1,68
passolig uygulamasi uzerinden kocaeli maci bileti almak istiyorum ancak seyi yapip bileti sepete ekliyorum kimlik numarami tanimlamaya calisiyorum fakat hata aliyorum bir saattir giris yapmaya calisiyorum ancak hã¢lã¢ hata almaktayim yardimci olabilecek birisi varsa cok memnun olurum,passolig,olumsuz,genel,2,1,0,0,1,1,0,0,1,38
galatasaray passolig basvurusu yaptim kart kuryeye teslim edildiginde mesaj gonderildi ancak sonrasinda herhangi bir haber alamadim bugun tekrar mesaj atilmis adresimde bulunmadigim icin kartimi teslim edememisler ancak sorun su tum gun evdeydim bir arama aldim kapim calindi he,passolig,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
passolig uygulamasi uzerinden passolig uye olmaya calistim kisisel bilgilerimi girdikten sonra bana bir aktivasyon maili iletildi maildeki linke tikladiktan dogrulama kodunu girdikten sonra gecersiz link uyarisi aliyorum canli mesaj destegiyle iletisime gectim ancak bana yardimci olmadila,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
selamlar numarami guncellemek istiyorum nasil yapabilirim yardimci olursaniz sevinirim saygilar passolig hicbir islem yapamiyorum numaram eski oldugu icin yeni numarami guncellemek istiyorum lutfen yardimci olursaniz sevinirim yeni passolig alacagim alamiyorum,passolig,olumsuz,uyelik,1,0,0,0,1,1,0,0,1,23
passolig kartimi iptal etmek istiyorum internete baktigimda musteri temsilcisini aramami soyluyorlar musteri temsilcisini ariyorum hicbir sekilde musteri temsilcisine baglamiyor sorulari tekrarliyor bir passolig iptal edecegiz burnumuzdan getirdiniz acil ulasin,passolig kart,olumsuz,iptal,2,0,1,0,0,1,1,0,1,51
passolig uyeligimi iptal ettim sonrasinda yeni uyelik aldim odemesi basarili bir sekilde yapildi uygulama icinde hesabima erisim saglayamiyorum uygulama defasinda hata veriyor bilet alamiyorum hesabima rahat bir sekilde erisim saglayamiyorum,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
bolu spor corum spor macina passolig bilet almak istiyorum ancak il ilce spor guvenlik kurulu ev sahibi kulup tarafindan alinan karar neticesinde sahip oldugunuz takim logolu kartiniz kategoriden bilet almaniz icin kisitlama bulunmaktadir hatasi aliyorum yapmam gerekiyor,passolig,olumsuz,diger,1,1,0,0,1,1,0,1,1,81
merhaba yeni passolig karti olusturdum on odemeli kart olani sectim basvuru alindi hesabima para yuklemek istiyorum kart numarasi istiyor kart numarasini bulamiyorum baska birisinde passo uygulamasindan kartlarima girince orada para yukle ibaresi cikiyordu bende cikmiyor yapaca,passolig kart; passo,olumsuz,odeme,1,0,0,1,1,1,1,0,1,94
passolig uzerinden galatasaray karagumruk maci icin bilet satin almak istiyorum ancak karagumruk passolig kartim olmasina ragmen bilet alamiyorum bir uyari mesaji aliyorum uc adet kartim var musteri hizmetlerine ulasamiyorum lutfen yardimci olun biletler tukenecek ben islem icin cok,passolig kart; passo,olumsuz,genel,2,1,0,0,1,1,1,0,1,80
yeni galatasaray passolig karti cikardim ancak kart elime ulasmadigi icin ziraat mobil uzerinden kimlik numarami yazarak passolig para yukledim fakat yukledigim para galatasaray passolig yerine suresi dolmus olan baska bir passolig kartina aktarilmis acilen bilet almak zorundayim lutfen,passolig kart; passolig,olumsuz,odeme,2,1,0,1,1,1,1,0,1,109
karagumruk galatasaray maci icin deplasman tribununden bilet almaya calisiyorum karagumruk passolig ine sahip olmama ragmen bilet alamiyorum tarafsiz passolig im oldugu karagumruk passolig im var ancak alamiyorum lutfen yardim edin su an bilet sepetimde bekliyor alamiyorum,passolig,olumsuz,genel,2,1,0,0,1,1,0,0,1,38
passolig karti cikartmak icin nisanda basvuru yaptim sonrasinda bana fotografin uygun olmadigini gun icinde yuklenmez basvurunuz iptal edilecek mesaj geldi ben mesaj geldikten sonra herhangi bir islem yapmadim iptal olmasini bekledim bugun vodafone faturami odemek icin girdigimde,passolig kart,olumsuz,iptal,2,0,0,0,0,1,1,0,1,26
aktif bank passolig kredi kartimda tl arti bakiye var arti bakiye in aktif bank banka hesabima aktarimi icin talep olusturdum bugun tarafima olumsuz donus yapildi gerekce olarak arti bakiye olmadigi soylendi gercekten saka ek gorselde arti bakiye gorunuyor zaten tl borc olarak,passolig,olumsuz,odeme,2,0,0,1,0,1,0,0,1,20
merhaba passo lig kartimin bilet sure uzatma islemini ucretini odeyerek tamamlamama ragmen hala aktif edilmedi boyle sacma bir program uygulama gormedim parayi aninda alip hizmet vermiyorlar sorunumu cozebilecek bir muhatap yok acilen kartin aktif edilmesini bekliyorum tesekkurler,passolig kart,olumsuz,genel,2,0,0,0,0,1,1,0,1,26
passolig uygulamasina giris yapamiyorum sifremi tum bilgilerimi girip sms onayina kadar geliyorum fakat hata veriyor hata kodu json parse error unrecognized token mac bileti icin girecegim giris yapmiyorum mobil web site sinden denedim acilmiyor cagri merkezini aradim herh,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
passo uygulamasi goztepe bodrum bilet almaya calisirken transfer asamasina kadar gelip sistem bir anda beni atti ustune etkinlikte alabileceginiz bilet sayisina ulastiniz hata veriyor biletim yok sisteme tekrar giris yapamiyorum sen beni cok magdur ettin passo,passo,olumsuz,uygulama,2,1,0,0,1,0,0,0,1,10
oncelikle musteri hizmetler numarasini arayarak hicbir sekilde musteri temsilcisine baglanamadim ikinci olarak uygulamaniz bozuk kac denedim passolig kartlarimi gostermiyor yukleniyorda kaliyor islem yapmak cok zor bir an once aranmak istiyorum,passolig kart,olumsuz,cagri merkezi yetkinlik,2,0,1,0,1,1,1,0,1,90
mail adresim passolig uygulamasina uye olmak istedigim zaman mail adresime gelen aktivasyon mailine tikladigimda uyeligimi aktif edemiyorum musteri hizmetlerini aradigimda gerekli tuslara bastigimda musteri temsilcisine baglanilmiyor sebeple uyelik islemimi tamamlayamiyorum yardimlarinizi,passolig,olumsuz,uyelik,2,0,1,0,1,1,0,0,1,48
passolig kart basvurumu tamamladim ancak kart elime ulasmadi acil olarak kartima para yuklemem gerekiyor fakat yukleme yapamiyorum durumun acil olarak bugun cozulmesi gerekiyor lutfen konuyu bir an once halleder misiniz musteri hizmetleri hicbir sekilde yardimci olmadi,passolig kart,olumsuz,diger,2,0,1,1,0,1,1,1,1,117
passolig kartimin kuryeye verildigi yaziyor elime ulasti firma bilgisine ulasamiyorum nasil bir sacmaliktir uygulamadan maca girebilecegimiz yaziyor uygulamaya fotografim dusmuyor ben yukleyemiyorum maca giriste sikinti cikarir passolig banka karti bilgilerim acilmiyor uygula,passolig kart,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
merhaba ben dun yeni passolig uyeligi yaptim passolig kartini basariyla aldim passolig kartimi hesabima baglayamiyorum seferinde hata gosteriyor yapacagimi bilemiyorum acilen bana yardimci olabilirseniz sevinirim hafta sonu maca gidecegim,passolig kart; passo,olumsuz,uygulama,2,0,0,0,1,1,1,0,1,60
merhaba acil maca bilet almamiz lazim fakat passolig yenilememize ragmen babam kendi bilgilerini girebiliyorken benim kimligime tanimlanamiyor diyor sorunu nasil giderebilirim acil donus olursa cok seviniyorum biletler tukeniyor simdiden tesekkur ederim,passolig,olumsuz,genel,2,1,0,0,0,1,0,0,1,11
passolig uygulamasina giris yapamiyorum sifremi tum bilgilerimi girip sms onayina kadar geliyorum fakat hata veriyor hata kodu json parse error unrecognized token mac bileti icin girecegim giris yapmiyorum mobil alp ten web site sinden denedim acilmiyor cagri merkezini ar,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
passolig galatasaray kartim mac bileti almak istedim bileti buldum fakat kartimin suresi bittigi icin vize yenilemesi yaptim bunu yapmama ragmen saat gecti hala kartim aktif hale gelmedi buldugum bileti kacirmis oldum boylelikle zamanda zaten maclara zor bilet bulunuyor ustune,passolig,olumsuz,genel,2,1,0,0,1,1,0,0,1,38
passo uygulamasindan karagumruk galatasaray macina bilet aldik hesabimizdan para cekildi bilet vermedi passo uygulamasinda biletlerim kismina geldigim hic biletiniz yok yazisi cikiyor magduruz nasil bir sey zaten zor bilet buluyoruz buldugumuz bileti tanimlamiyorsunuz parayi cekiy,passo,olumsuz,genel,2,1,0,0,1,1,0,0,1,38
passolig gs karagumruk macina iki adet bilet alirken odeme kisminda dort bes denememe ragmen gerceklestirilemedi hatasi aldim farkli kartlarla denememe karsin basarili olamadim biletin suresi doldugu icin iki biletten oldum simdi biletleri nasil geri alabilirim zaten bilet bulmak,passolig,olumsuz,odeme,2,1,0,1,1,1,0,0,1,74
karagumruk galatasaray deplasman bileti istiyorum ciktiktan hemen sonra kategori icin uygun koltuk bulunamadi yazdi bilet alamiyorum karagumruk tarafindan galatasaray passolig alamam biliyorum yurt disindan geldim karagumruk gs maci icin karti yeniledim bosu bosuna kart yenilem,passolig,olumsuz,diger,1,1,0,0,1,1,0,0,1,38
passolig uygulamasina giris yapamiyorum kimlik no telefon numarami giriyorum sms geliyor onu giriyorum sonrasinda bir hata olustu yapmak istediginiz islemi tekrar deneyiniz hata veriyor hesabima giremiyorum musteri hizmetlerine baglanmiyor,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
tarihinde galatasaray sezonluk kombine yenilemeleri tl olarak satisa sunulmus tarafimdan yenileme islemi gs bonus kredi kartina taksit yapilmistir passolig uygulamasinda rastgele gezinirken kombine yenileme islemimin yasal olmayan gerekcesiz iptal edilmis tarafimiza,passolig,olumsuz,iptal,2,1,0,1,1,1,0,0,1,74
passolig mac bileti aldim ancak uygulamada sorun yasiyorum giris yapamiyorum giris yaparken sms almaya kadar geliyor fakat sms kodunu girdigimde islem iptal oluyor biletimi goremiyorum sifremi unuttum secenegini kullanamiyorum durumu nasil duzeltebilirim bilgisi olanlar yardimci olabilir,passolig,olumsuz,uygulama,1,0,0,0,1,1,0,0,1,23
passolig kartina yenileme icin talepte bulundum ucreti yatirdim internet siteleri uzerinden kartla ilgili basin bilgisi gonderi bilgisi seklinde hicbir bilgiye ulasilamiyor benzer sikayetler mevcut konuda ivedilikle sitelerinde bir duzen yapmalari gerektigini dusunuyorum,passolig kart,olumsuz,uygulama,2,0,0,0,1,1,1,0,1,60
merhaba passolig kartimizi almistik ancak bizi evde bulamayinca kargo sirketi karti geri goturmus tekrar kartimizi nasil alabilecegimiz konusunda lutfen yardimci olur musunuz musteri hizmetlerini aradik ancak konuyla ilgili net bir bilgi alamadigimiz icin mesaj yoluyla iletisim kurmak istedik,passolig kart,olumsuz,diger,1,0,0,0,0,1,1,1,1,63
passolig uygulamasindan bilet almama ragmen hesabima bilet yansimadi dort ayni bilet ucreti hesabimdan tahsil edildi ancak bilet uygulamada gorunmuyor uygulama uzerinden denememe ragmen dekontlarim mevcut kisa surede para iademin yapilmasini talep ediyorum herhangi bir sekilde biletim,passo,olumsuz,uygulama,2,1,0,0,1,1,0,0,1,38
telefon numarami degistirdim passolig numarami guncellemek istiyorum eski numaram kayitli oldugu icin sms alamiyorum ek olarak sizi arayarak link gonderdiginiz nfc uzerinden kimligimi tanittim ancak hã¢lã¢ bir guncelleme olmadi konu hakkinda yardimci olun lutfen,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
sayin passolig banka karti basvurunuzda kullandiginiz fotograf uygun degildir lutfen passolig com tr ye giris yaparak yeniden fotograf yukleyiniz gun icerisinde islemi yapmamaniz durumunda basvurunuz iptal edilecektir sekilde bir uyari aldim konuda yardimci olmanizi rica ediyorum fot,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
passolig uygulamasina giris yaparken bir hata olustu islem sirasinda bir hata olustu seklinde bir hata mesaji aliyorum sonrasinda passolig islemleri sekmesindeki herhangi bir isleme tikladigimda ekran donuyor yuklenmeye basliyor oylece kaliyor ayni durum kayitli kartlarima girmeye calistig,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
passolig sitesi acilmiyor yeni kart olusturmak istiyordum ancak siteye giremiyorum telefondan bilgisayardan denedim yurt disindan giris saglamaya calisiyorum safari google chrome edge tarayicilarini kullandim yardimci olabilir misiniz hafta sonu oynanacak maclara yetismesi gerekiyo,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
telefon numarami degistirdim passolig numarami guncellemek istiyorum eski numaram kayitli oldugu icin sms alamiyorum ek olarak sizi arayarak link gonderdiginiz nfc uzerinden kimligimi tanittim ancak hã¢lã¢ bir guncelleme olmadi konu hakkinda yardimci olun lutfen,passolig,olumsuz,uyelik,2,0,0,0,0,1,0,0,1,5
passolig hesabima resim yukleyemiyorum birkac denedim yuklenmiyor aboneliginiz iptal olacak mesaj geldi yetkililer iletisime geciniz lutfen paramizi iade edin parayi pesin aliyorsunuz basit bir profil yukleme yapamiyorum madem yuklenen resim kabul gormuyor zaman odeme,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
eski passolig hesabimdaki telefon numaram artik bana ait degil yuzden hesaba giris yapamiyorum yeni bir passolig hesabi olusturdum ancak passolig basvurusu yaparken giris bilgileri hatalidir uyarisi aliyorum yuksek ihtimalle durum eski hesabimdan kaynaklaniyor yardimci olabilir misiniz,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
merhaba uygulamadan debit plus kart cikartmak istiyorum fakat bana uygulamamizdan sadece debit kart basvurusu yapilir passolig banka kartiniz oldugundan baska kart cikarin diyor fakat ben diger kartlarimi iptal ettim su anda bir banka kartim yok yardimci olursaniz sevinirim,passolig,olumsuz,diger,1,0,0,0,1,1,1,1,1,98
passolig uygulamasina giris yaparken bir hata olustu lutfen sonra tekrar deneyin seklinde bir hata mesaji aliyorum uygulamaya giris saglayamiyorum bilet satin alirken tanimlanmasi gerekir diyor tanimliyorum yalniz hata olustu diyor cozum nedir,passolig,olumsuz,uygulama,1,1,0,0,1,1,0,0,1,38
bir hafta once passolig cuzdan on odemeli kart siparisi verdim ancak hã¢lã¢ basvurunuz tamamlandi bilgileriniz kontrol ediliyor uyarisi aliyorum lutfen yardimci olun maca gitmek istiyordum fakat gidemedim insallah fenerbahce macina yetisir yardimci olacaginiza inaniyorum,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
passolig kartimi iptal etmek istiyorum musteri temsilcisini aramam soyleniyor musteri temsilcisini ariyorum hicbir sekilde musteri temsilcisine baglamiyor sorulari tekrarliyor passolig kartimi yanlis takim uzerine aldim iptal etmek istiyorum,passolig kart,olumsuz,iptal,1,0,1,0,0,1,1,0,1,51
sayin passolig banka karti basvurunuzda kullandiginiz fotograf uygun degildir lutfen passolig com tr ye giris yaparak yeniden fotograf yukleyiniz gun icerisinde islemi yapmamaniz durumunda basvurunuz iptal edilecektir sekilde bir uyari aldim konuda yardiminizi rica ediyorum fotografl,passolig,olumsuz,iptal,2,0,0,0,1,1,1,0,1,60
cumartesi gunu satin aldigim biletin odemesi kartimdan tahsil edilmesine ragmen biletim passolig kartima yuklenmedi ayni gunun ogleden sonra basladigim telefon gorusmelerinden musteri temsilcilerinden surekli isleminizin aciliyetini bildirecegim yanitini almama ragmen mac gunu geldi saatler,passolig kart,olumsuz,odeme,2,0,0,1,0,1,1,0,1,57
sayin xxxx passolig banka karti basvurunuzda kullandiginiz fotograf uygun degildir lutfen passolig com tr ye giris yaparak yeniden fotograf yukleyiniz gun icerisinde islemi yapmamaniz durumunda basvurunuz iptal edilecektir yazisi aliyorum lutfen yardimci olun,passolig,olumsuz,uygulama,1,0,0,0,1,1,0,0,1,23
merhaba passolig uygulamada giris yapamiyorum numarami telefon numarami yazip tek kullanimlik numarayi verip maalesef hata cikiyor isleminiz su an yapilamiyor hatasi cikiyor bana lutfen yardimci olur musunuz once giris yapabiliyorum simdi goremiyorum,passolig,olumsuz,uygulama,2,0,0,0,1,1,0,0,1,23
gun once yukatel adana demirspor passo lig kart muracaat inda bulundum tl ucret odendi henuz kart alakali bir gelisme olmamistir takip ettigimde dijital kart aktivasyonu icin sozlesme bekleniyor denilmekte lutfen yardimci olur musunuz azindan konu alakali sms bilgilendirilmes,passo,olumsuz,uyelik,1,0,1,0,1,1,1,0,1,90
merhaba passolig uygulamada giris yapamiyorum alman pasaport numarami telefon numarami yazip tek kullanimlik numarayi verip maalesef hata cikiyor bir hata olustu lutfen yapmak istediginiz islemi tekrar deneyiniz bana lutfen yardimci olur musunuz once zaten uygulamada hicbir sey,passolig,olumsuz,uygulama,1,0,0,0,1,1,0,0,1,23
passo uygulamasinda hesabima girerken sms onayina kadar geliyorum fakat ondan sonra isleminizi su anda gerceklestiremiyoruz yazisi cikiyor ben saat oynanacak olan tumosan konyaspor fenerbahce macina gidecegim bilet gelip gelmedigini goremiyorum,passo,olumsuz,uygulama,2,1,0,0,1,0,0,0,1,10
